BPCL to shut 120,000-bpd crude unit at Mumbai refinery for a month
Asian lending slides to three-year low
India's July Iranian crude imports surge 21 pct to five-month high -trade
Petrobras to sell 'junk' fields as big finds delayed -sources
Rosneft's Sechin says sells Vankor stake to Indian consortium for more than $2 bln
India signs energy deals with Russia's Rosneft
India signs energy deals with Russia's Rosneft
Indian firms plan to sign oil deals with Rosneft next week - sources
India lifts 30 pct less volume under long-term Qatar LNG deal -sources
ONGC Leads Decline in Oil Stocks After Gas Report: Mumbai Mover
